,link,id,rating,popularity
278,http://rozetka.com.ua/apple_iphone_6_16gb_space_gray_cpo/p7253602/#tab=characteristics,278,278,305
279,http://rozetka.com.ua/novus_ns3_dark_grey/p9691973/#tab=characteristics,279,279,261
280,http://rozetka.com.ua/xiaomi_redmi_3s_prime_gd/p11015806/#tab=characteristics,280,280,306
281,http://rozetka.com.ua/coolpad_modena_white/p4769533/#tab=characteristics,281,281,263
282,http://rozetka.com.ua/elephone_p9000lite_32gb_bk_not/p9675299/#tab=characteristics,282,282,307
283,http://rozetka.com.ua/meizu_mx5_16gb_ds_bs_not/p9674718/#tab=characteristics,283,283,308
284,http://rozetka.com.ua/umi_super_32gb_gray/p12244562/#tab=characteristics,284,284,264
285,http://rozetka.com.ua/prestigio_3531_grey/p5491437/#tab=characteristics,285,285,265
286,http://rozetka.com.ua/blackview_bv5000_camouflage/p9566834/#tab=characteristics,286,286,309
287,http://rozetka.com.ua/philips_cts337_rrreepru/p7113199/#tab=characteristics,287,287,266
288,http://rozetka.com.ua/meizu_m2_mini_gr_not/p9674725/#tab=characteristics,288,288,310
289,http://rozetka.com.ua/asus_zd551kl_2a447ww/p7722389/#tab=characteristics,289,289,311
290,http://rozetka.com.ua/ergo_f500_force_ds_black/p9976201/#tab=characteristics,290,290,267
291,http://rozetka.com.ua/apple_iphone_6_64gb_silver/p1391802/#tab=characteristics,291,291,312
292,http://rozetka.com.ua/nomi_i5530_evo_x1_gold/p10697264/#tab=characteristics,292,292,268
293,http://rozetka.com.ua/microsoft_lumia_640_ds_black/p2306447/#tab=characteristics,293,293,269
294,http://rozetka.com.ua/xiaomi_mi4_3_16gb_white/p12151455/#tab=characteristics,294,294,313
295,http://rozetka.com.ua/nomi_i5031_evo_x1_bronze/p10694492/#tab=characteristics,295,295,270
296,http://rozetka.com.ua/xiaomi_redmi_4_332_gd_eu/p12550295/#tab=characteristics,296,296,314
297,http://rozetka.com.ua/assistant_as_4411/p9809524/#tab=characteristics,297,297,316
298,http://rozetka.com.ua/philips_cts326_rhrekpru/p12227944/#tab=characteristics,298,298,272
299,http://rozetka.com.ua/astro_s451_bk/p7361758/#tab=characteristics,299,299,318
300,http://rozetka.com.ua/apple_iphone_5s_64gb_space_gray_cpo/p11897859/#tab=characteristics,300,300,273
301,http://rozetka.com.ua/samsung_sm_a520fzidsek/p13252239/#tab=characteristics,301,301,320
302,http://rozetka.com.ua/htc_one_x9_ds_os/p13749052/#tab=characteristics,302,302,322
303,http://rozetka.com.ua/htc_desire_830_ds_s_bl/p13749955/#tab=characteristics,303,303,323
304,http://rozetka.com.ua/microsoft_lumia_950_xl_dual_sim_white/p5706111/#tab=characteristics,304,304,277
305,http://rozetka.com.ua/asus_zc550kl_1b002w/p13016073/#tab=characteristics,305,305,255
306,http://rozetka.com.ua/nomi_i506_shine_gold/p7111494/#tab=characteristics,306,306,278
307,http://rozetka.com.ua/sony_xperia_x_compact_black/p11174601/#tab=characteristics,307,307,279
308,http://rozetka.com.ua/matrix_gravity_grey/p12731231/#tab=characteristics,308,308,326
309,http://rozetka.com.ua/letv_le1s_16gb_ds_gd_mel/p12739071/#tab=characteristics,309,309,324
310,http://rozetka.com.ua/microsoft_lumia_950_dual_sim_white/p5706147/#tab=characteristics,310,310,280
311,http://rozetka.com.ua/htc_desire_620g_ds_gloss_white/p5074022/#tab=characteristics,311,311,281
312,http://rozetka.com.ua/gigabyte_gsmart_alto_a2_black_not/p9589997/#tab=characteristics,312,312,327
313,http://rozetka.com.ua/10477604/p10477604/#tab=characteristics,313,313,328
314,http://rozetka.com.ua/10477646/p10477646/#tab=characteristics,314,314,329
315,http://rozetka.com.ua/10477716/p10477716/#tab=characteristics,315,315,330
316,http://rozetka.com.ua/xiaomi_mi_note_16gb_wh_not/p11246743/#tab=characteristics,316,316,331
317,http://rozetka.com.ua/viaan_v403_black/p11707868/#tab=characteristics,317,317,332
318,http://rozetka.com.ua/xiaomi_redmi3_fashion_silver_not/p11887933/#tab=characteristics,318,318,333
319,http://rozetka.com.ua/letv_leeco_cool1_32gb_ds_sl_mel/p12739050/#tab=characteristics,319,319,334
320,http://rozetka.com.ua/letv_le1s_32gb_ds_sl_mel/p12739057/#tab=characteristics,320,320,335
321,http://rozetka.com.ua/letv_x820max_2_32gb_ds_rg/p12739064/#tab=characteristics,321,321,336
322,http://rozetka.com.ua/letv_max_900_64gb_ds_sl_mel/p12739078/#tab=characteristics,322,322,337
323,http://rozetka.com.ua/xiaomi_mi4c_332gb_bk_ucrf/p13033811/#tab=characteristics,323,323,338
324,http://rozetka.com.ua/xiaomi_mi4s_364gb_prpl_ucrf/p13034364/#tab=characteristics,324,324,339
325,http://rozetka.com.ua/apple_iphone_5s_16gb_space_gray_me432rk_a/p6800444/#tab=characteristics,325,325,282
326,http://rozetka.com.ua/meizu_m2_note_16gb_gr_world/p6667617/#tab=characteristics,326,326,343
327,http://rozetka.com.ua/xiaomi_mi4c_16gb_bk/p8189275/#tab=characteristics,327,327,344
328,http://rozetka.com.ua/asus_zc500tg_1a152ww/p8799540/#tab=characteristics,328,328,341
329,http://rozetka.com.ua/prestigio_multiphone_wize_k3_3519_duo_green/p11097293/#tab=characteristics,329,329,346
330,http://rozetka.com.ua/asus_zc500tg_1b132ww/p11697312/#tab=characteristics,330,330,283
331,http://rozetka.com.ua/sigma_xtreme_pq24_black_orange/p13903808/#tab=characteristics,331,331,347
332,http://rozetka.com.ua/acer_luquid_z500_dualsim_tit_black/p1370082/#tab=characteristics,332,332,284
333,http://rozetka.com.ua/apple_iphone_6_16gb_space_gray/p1390192/#tab=characteristics,333,333,349
334,http://rozetka.com.ua/sony_xperia_c4_e5333_black/p2778982/#tab=characteristics,334,334,287
335,http://rozetka.com.ua/alcatel_5015d_soft_silver/p5371406/#tab=characteristics,335,335,288
336,http://rozetka.com.ua/sigma_xtreme_pq30_orange/p5886321/#tab=characteristics,336,336,350
337,http://rozetka.com.ua/asus_zenfone_go_black/p6643251/#tab=characteristics,337,337,351
338,http://rozetka.com.ua/motorola_sm4354d1k7/p7782764/#tab=characteristics,338,338,289
339,http://rozetka.com.ua/archos_40_power_black/p9566127/#tab=characteristics,339,339,290
340,http://rozetka.com.ua/nous_ns_5001_grey/p9967066/#tab=characteristics,340,340,285
341,http://rozetka.com.ua/gigabyte_gsmart_classic_joy_bk/p10502195/#tab=characteristics,341,341,291
342,http://rozetka.com.ua/fly_fs405_stratus_4_black/p11032662/#tab=characteristics,342,342,286
343,http://rozetka.com.ua/htc_one_m8_silver_uacrf/p652664/#tab=characteristics,343,343,292
344,http://rozetka.com.ua/samsung_galaxy_a5_ds_white/p2003437/#tab=characteristics,344,344,293
345,http://rozetka.com.ua/apple_iphone_6s_16gb_space_gray/p4699079/#tab=characteristics,345,345,352
346,http://rozetka.com.ua/apple_iphone_6s_64gb_rose_gold/p4699261/#tab=characteristics,346,346,353
347,http://rozetka.com.ua/apple_iphone_6s_plus_16gb_gold/p4700955/#tab=characteristics,347,347,354
348,http://rozetka.com.ua/apple_iphone_6s_plus_64gb_silver/p4701102/#tab=characteristics,348,348,355
349,http://rozetka.com.ua/huawei_ascend_y5c_white/p5366852/#tab=characteristics,349,349,294
350,http://rozetka.com.ua/prestigio_3457_wize_f3_black/p6642411/#tab=characteristics,350,350,356
351,http://rozetka.com.ua/gigabyte_gsmart_classic_pro_dark_blue/p7119524/#tab=characteristics,351,351,257
352,http://rozetka.com.ua/bravis_a501_bright_white/p7124434/#tab=characteristics,352,352,295
353,http://rozetka.com.ua/prestigio_multiphone_wize_e3_3509_duo_yellow/p7336072/#tab=characteristics,353,353,358
354,http://rozetka.com.ua/asus_ze500kg_6j095ww/p8043682/#tab=characteristics,354,354,359
355,http://rozetka.com.ua/acer_hm_hu6eu_001/p10223154/#tab=characteristics,355,355,296
356,http://rozetka.com.ua/apple_iphone_5s_32gb_gold_cpo/p10757114/#tab=characteristics,356,356,360
357,http://rozetka.com.ua/apple_iphone_6_plus_16gb_space_gray/p1391892/#tab=characteristics,357,357,362
358,http://rozetka.com.ua/fly_iq4516_white/p1984202/#tab=characteristics,358,358,297
359,http://rozetka.com.ua/lenovo_vibe_shot_graphite_grey/p2316862/#tab=characteristics,359,359,298
360,http://rozetka.com.ua/lg_g4_leather_black/p2793152/#tab=characteristics,360,360,299
361,http://rozetka.com.ua/htc_desire_326g_ds_blue/p4242676/#tab=characteristics,361,361,300
362,http://rozetka.com.ua/gigabyte_gsmart_classic_dg/p4743788/#tab=characteristics,362,362,363
363,http://rozetka.com.ua/keneksi_storm_black_blue/p6551806/#tab=characteristics,363,363,301
364,http://rozetka.com.ua/xiaomi_redmi_3_sl/p7398971/#tab=characteristics,364,364,364
